,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA_2p,NBA_2pa,NBA_2pp,NBA_3p,NBA_3pa,NBA_3pp,NBA_ast,NBA_blk,NBA_drb,NBA_fg,NBA_fga,NBA_fgp,NBA_ft,NBA_fta,NBA_ftp,NBA_g,NBA_mp,NBA_orb,NBA_pts,NBA_stl,NBA_tov,NBA_trb,NCAA_2p,NCAA_2pa,NCAA_2pp,NCAA_3p,NCAA_3pa,NCAA_3pp,NCAA_ast,NCAA_blk,NCAA_drb,NCAA_fg,NCAA_fga,NCAA_fgp,NCAA_ft,NCAA_fta,NCAA_ftp,NCAA_g,NCAA_mp,NCAA_orb,NCAA_pts,NCAA_stl,NCAA_tov,NCAA_trb
0,/players/a/abdelal01.html,Alaa Abdelnaby,1991,1995,F-C,Duke,6-10,240,"June 24, 1968",2.5,5.1,.493,0.0,0.0,,0.4,0.2,2.5,2.5,5.1,.493,1.1,1.4,.752,71,13.2,1.1,6.1,0.4,0.9,3.7,3.3,5.6,.599,0.0,0.0,,0.4,0.5,,3.3,5.6,.599,1.8,2.5,.728,134,14.8,,8.5,0.4,1.0,3.7
1,/players/a/abdulza01.html,Zaid Abdul-Aziz,1969,1978,C-F,Iowa State,6-9,235,"April 7, 1946",,,,,,,,,,0.9,2.2,.419,,,,20,5.4,,1.9,,,,,,,,,,,,,7.8,16.8,.465,,,,75,,,22.3,,,
2,/players/a/abdulka01.html,Kareem Abdul-Jabbar,1970,1989,C,UCLA,7-2,225,"April 16, 1947",13.0,22.5,.577,,,,3.3,,,13.0,22.5,.577,5.7,8.3,.690,82,40.1,,<strong>31.7</strong>,,,16.0,,,,,,,,,,10.7,16.8,.639,,,,88,,,26.4,,,
3,/players/a/abdulma02.html,Mahmoud Abdul-Rauf,1991,2001,G,LSU,6-1,162,"March 9, 1969",4.0,9.3,.433,0.4,1.2,.330,2.4,0.0,1.1,4.4,10.4,.421,1.2,1.3,.870,81,19.0,0.3,10.3,0.5,1.4,1.4,7.7,14.7,.524,2.7,7.2,.372,3.6,0.1,,10.4,21.9,.474,5.5,6.4,.863,64,37.2,,29.0,1.7,3.6,3.0
4,/players/a/abdulta01.html,Tariq Abdul-Wahad,1998,2003,F,"Michigan, San Jose State",6-6,223,"November 3, 1974",3.5,7.9,.443,0.1,0.4,.286,1.0,0.3,2.3,3.6,8.3,.435,1.9,2.8,.691,49,24.6,1.5,9.3,1.0,1.4,3.8,6.5,12.8,.504,0.9,2.7,.324,1.8,0.8,,7.3,15.5,.473,5.1,6.9,.734,51,30.7,,20.6,1.3,3.0,7.6
5,/players/a/abdursh01.html,Shareef Abdur-Rahim,1997,2008,F,California,6-9,225,"December 11, 1976",7.7,15.8,.488,0.3,0.6,.412,2.6,0.9,4.3,8.0,16.4,.485,6.1,7.8,.784,<strong>82</strong>,36.0,2.8,22.3,1.1,3.1,7.1,7.1,13.5,.525,0.3,0.8,.381,1.0,1.3,,7.4,14.2,.518,6.1,8.9,.683,28,34.7,,21.1,1.9,3.1,8.4
6,/players/a/abernto01.html,Tom Abernethy,1977,1981,F,Indiana,6-7,220,"May 6, 1954",2.8,5.5,.498,,,,1.4,0.3,2.2,2.8,5.5,.498,1.2,1.5,.820,73,18.0,1.4,6.8,0.8,0.7,3.6,,,,,,,,,,2.4,4.5,.533,,,,110,18.5,,5.9,,,
7,/players/a/ablefo01.html,Forest Able,1957,1957,G,Western Kentucky,6-3,180,"July 27, 1932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,15.5,.366,,,,86,,,14.2,,,
8,/players/a/abramjo01.html,John Abramovic,1947,1948,F,Salem International University,6-3,195,"February 9, 1919",,,,,,,,,,0.1,2.3,.048,,,,9,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
9,/players/a/abrinal01.html,Álex Abrines,2017,2019,G-F,,6-6,200,"August 1, 1993",0.4,0.9,.443,1.1,2.9,.380,0.4,0.1,1.2,1.5,3.9,.395,0.5,0.6,.848,75,15.1,0.3,4.7,0.5,0.3,1.5,,,,,,,,,,,,,,,,,,,,,,
10,/players/a/achiupr01.html,Precious Achiuwa,2021,2021,F,Memphis,6-8,225,"September 19, 1999",,,,,,,,,,,,,,,,,,,,,,,5.5,10.6,.514,0.4,1.3,.325,1.0,1.9,7.8,5.9,11.9,.493,3.6,6.0,.599,31,30.4,3.0,15.8,1.1,2.8,10.8
11,/players/a/ackeral01.html,Alex Acker,2006,2009,G,Pepperdine,6-5,185,"January 21, 1983",,,,,,,,,,,,,,,,,,,,,,,3.7,7.9,.476,1.4,3.3,.411,2.8,0.4,4.1,5.1,11.2,.457,2.9,3.5,.823,88,34.4,1.5,14.5,1.5,2.6,5.6
12,/players/a/ackerdo01.html,Don Ackerman,1954,1954,G,Long Island University,6-0,183,"September 4, 1930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,/players/a/acresma01.html,Mark Acres,1988,1993,F-C,Oral Roberts,6-11,220,"November 15, 1962",0.9,1.8,.478,0.0,0.0,1.000,0.3,0.1,1.4,0.9,1.8,.482,0.4,0.8,.542,62,10.2,1.0,2.2,0.3,0.4,2.4,,,,,,,,,,7.3,12.9,.564,4.0,5.7,.696,110,33.3,,18.5,,,
14,/players/a/actonbu01.html,Bud Acton,1968,1968,F,Hillsdale College,6-6,210,"January 11, 1942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,/players/a/acyqu01.html,Quincy Acy,2013,2019,F-C,Baylor,6-7,240,"October 6, 1990",1.0,2.0,.492,0.1,0.2,.267,0.4,0.4,2.3,1.0,2.2,.468,0.6,0.8,.660,63,13.4,1.1,2.7,0.4,0.5,3.4,3.6,6.0,.604,0.0,0.1,.429,0.6,1.3,3.8,3.6,6.0,.602,2.5,3.6,.708,139,25.1,2.2,9.8,0.7,1.5,6.0
16,/players/a/adamsal01.html,Alvan Adams,1976,1988,C-F,Oklahoma,6-9,210,"July 19, 1954",7.3,15.3,.474,,,,4.5,1.2,6.6,7.3,15.3,.474,3.5,4.6,.754,72,31.6,2.5,18.0,1.3,,9.1,,,,,,,,,,9.7,18.0,.539,,,,73,,,23.4,,,
17,/players/a/adamsdo01.html,Don Adams,1971,1977,F,Northwestern,6-6,210,"November 27, 1947",4.3,10.9,.392,,,,1.9,,,4.3,10.9,.392,2.8,3.8,.745,73,28.4,,11.4,,,6.9,,,,,,,,,,5.8,13.8,.421,,,,71,,,15.0,,,
18,/players/a/adamsge01.html,George Adams,1973,1975,F-G,Gardner-Webb University,6-5,210,"May 15, 1949",3.2,6.2,.505,0.0,0.1,.143,1.6,0.3,2.7,3.2,6.3,.500,1.0,1.3,.757,80,17.9,1.6,7.3,0.6,1.5,4.3,,,,,,,,,,,,,,,,,,,,,,
19,/players/a/adamsha01.html,Hassan Adams,2007,2009,G,Arizona,6-4,220,"June 20, 1984",,,,,,,,,,,,,,,,,,,,,,,5.2,9.7,.535,0.6,1.9,.311,2.0,0.7,3.0,5.8,11.6,.499,1.9,2.7,.704,130,27.8,2.5,14.0,1.8,2.0,5.4
20,/players/a/adamsja01.html,Jaylen Adams,2019,2021,G,St. Bonaventure,6-0,225,"May 4, 1996",0.1,0.9,.167,0.0,0.3,.000,0.3,0.0,0.4,0.1,1.1,.125,0.0,0.0,,7,2.6,0.0,0.3,0.0,0.0,0.4,2.4,5.1,.467,2.5,6.2,.394,5.4,0.2,2.8,4.8,11.3,.427,5.3,6.3,.838,110,36.3,0.5,17.4,1.5,2.9,3.4
21,/players/a/adamsjo01.html,Jordan Adams,2015,2016,G,UCLA,6-5,209,"July 8, 1994",1.0,2.5,.400,0.0,0.5,.000,1.5,0.0,1.0,1.0,3.0,.333,1.5,2.5,.600,2,7.5,0.0,3.5,1.5,1.0,1.0,4.0,7.3,.548,1.4,4.3,.331,2.1,0.2,3.3,5.4,11.6,.467,4.2,5.0,.839,69,30.2,1.3,16.4,2.4,1.4,4.6
22,/players/a/adamsmi01.html,Michael Adams,1986,1996,G,Boston College,5-10,162,"January 19, 1963",2.1,4.6,.454,0.4,1.6,.275,3.9,0.1,1.3,2.5,6.2,.407,1.7,2.0,.847,63,20.7,0.6,7.2,1.3,1.3,2.0,,,,,,,,,,5.3,11.3,.470,3.2,4.3,.750,119,29.6,,13.9,,,
23,/players/a/adamsst01.html,Steven Adams,2014,2021,C,Pitt,6-11,265,"July 20, 1993",3.1,5.7,.547,0.0,0.0,.000,0.9,1.2,4.6,3.1,5.7,.544,1.5,2.9,.502,70,25.3,2.8,7.7,0.5,1.4,7.5,3.1,5.5,.571,0.0,0.0,,0.6,2.0,3.5,3.1,5.5,.571,1.0,2.2,.443,32,23.4,2.8,7.2,0.7,1.1,6.3
24,/players/a/addisra01.html,Rafael Addison,1987,1997,F-G,Syracuse,6-7,215,"July 22, 1964",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,11.6,.534,2.5,3.3,.763,126,30.1,,14.9,,,
25,/players/a/adebaba01.html,Bam Adebayo,2018,2021,C-F,Kentucky,6-9,255,"July 18, 1997",3.4,5.7,.588,0.0,0.2,.200,2.2,0.8,5.3,3.4,5.9,.576,2.0,2.8,.735,<strong>82</strong>,23.3,2.0,8.9,0.9,1.5,7.3,4.5,7.5,.599,0.0,0.0,,0.8,1.5,4.9,4.5,7.5,.599,4.1,6.2,.653,38,30.1,3.1,13.0,0.7,1.7,8.0
26,/players/a/adelde01.html,Deng Adel,2019,2019,F,Louisville,6-7,200,"February 1, 1997",,,,,,,,,,,,,,,,,,,,,,,2.8,5.7,.489,1.1,3.3,.348,2.0,0.3,3.5,3.9,9.0,.438,2.2,2.9,.776,89,26.8,0.6,11.2,0.5,1.7,4.1
27,/players/a/adelmri01.html,Rick Adelman,1969,1975,G,Loyola Marymount,6-1,175,"June 16, 1946",,,,,,,,,,2.7,7.1,.389,,,,35,20.5,,7.4,,,,,,,,,,,,,6.3,15.1,.417,,,,76,,,18.6,,,
28,/players/a/adrieje01.html,Jeff Adrien,2011,2015,F,UConn,6-7,245,"February 10, 1986",0.9,2.0,.438,0.0,0.0,,0.1,0.3,2.1,0.9,2.0,.438,0.9,1.5,.583,8,7.9,0.6,2.6,0.0,0.3,2.8,4.5,8.7,.516,0.0,0.0,.333,1.1,1.1,5.6,4.5,8.8,.515,3.0,4.9,.606,133,29.5,2.9,12.1,0.6,1.9,8.5
29,/players/a/afflaar01.html,Arron Afflalo,2008,2018,G-F,UCLA,6-5,210,"October 15, 1985",1.2,2.6,.456,0.6,1.4,.402,0.6,0.2,1.4,1.8,4.1,.437,0.8,1.0,.817,74,16.7,0.4,4.9,0.4,0.6,1.8,3.0,5.5,.539,2.0,5.4,.373,1.9,0.2,2.8,5.0,10.9,.457,2.8,3.6,.781,104,32.7,0.6,14.8,0.6,2.0,3.5
30,/players/a/agerma01.html,Maurice Ager,2007,2011,G,Michigan State,6-5,202,"February 9, 1984",0.7,1.8,.391,0.1,0.7,.158,0.3,0.0,0.3,0.8,2.5,.323,0.2,0.5,.500,26,6.3,0.2,2.0,0.0,0.2,0.5,2.6,5.3,.492,1.6,4.3,.380,1.5,0.3,2.6,4.2,9.6,.441,2.5,3.2,.775,124,25.6,0.8,12.5,0.5,1.7,3.4
31,/players/a/aguirma01.html,Mark Aguirre,1982,1994,F-G,DePaul,6-6,232,"December 10, 1959",9.3,18.7,.496,0.2,0.9,.211,4.1,0.3,3.9,9.5,19.6,.483,5.3,7.3,.728,81,34.4,2.4,24.4,1.0,3.2,6.3,,,,,,,,,,9.7,17.8,.546,5.1,6.7,.768,89,37.3,,24.5,,,
32,/players/a/ahearbl01.html,Blake Ahearn,2008,2012,G,Missouri State University,6-2,190,"May 27, 1984",0.0,0.7,.000,0.7,1.3,.500,0.7,0.0,0.3,0.7,2.0,.333,0.7,0.7,1.000,3,6.3,0.0,2.7,0.3,0.3,0.3,1.6,3.6,.444,2.1,5.2,.408,1.8,0.0,1.5,3.7,8.9,.423,3.4,3.6,.946,129,26.5,0.3,13.0,0.7,1.7,1.7
33,/players/a/aingeda01.html,Danny Ainge,1982,1995,G,BYU,6-4,175,"March 17, 1959",4.4,8.6,.509,0.1,0.4,.172,3.1,0.1,1.6,4.5,9.0,.496,0.9,1.2,.742,80,25.6,1.0,9.9,1.4,1.2,2.7,,,,,,,,,,8.4,15.9,.526,4.2,5.1,.816,118,36.1,,20.9,,,
34,/players/a/aitchma01.html,Matthew Aitch,1968,1968,F,Michigan State,6-7,230,"September 21, 1944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,/players/a/ajincal01.html,Alexis Ajinça,2009,2017,C-F,,7-2,248,"May 6, 1988",0.8,1.7,.500,0.0,0.0,,0.0,0.2,0.5,0.8,1.7,.500,0.0,0.2,.000,6,5.0,0.2,1.7,0.2,0.3,0.7,,,,,,,,,,,,,,,,,,,,,,
36,/players/a/akinhe01.html,Henry Akin,1967,1969,C-F,Morehead State University,6-10,225,"July 31, 1944",1.3,3.8,.336,,,,0.4,,,1.3,3.8,.336,0.6,0.9,.645,36,7.2,,3.1,,,1.6,,,,,,,,,,8.1,16.2,.504,,,,41,,,20.5,,,
37,/players/a/akognjo01.html,Josh Akognon,2013,2013,G,"Washington State, Cal State Fullerton",5-11,185,"February 10, 1986",,,,,,,,,,,,,,,,,,,,,,,3.3,6.7,.485,3.9,10.3,.381,1.5,0.1,2.7,7.2,17.0,.422,3.7,4.2,.895,64,33.6,0.6,22.0,1.2,2.2,3.3
38,/players/a/akoonde01.html,DeVaughn Akoon-Purcell,2019,2019,G,Illinois State,6-6,200,"June 5, 1993",,,,,,,,,,,,,,,,,,,,,,,3.8,8.0,.472,0.8,2.7,.301,1.6,0.3,3.6,4.6,10.7,.428,3.5,4.7,.739,60,27.2,1.7,13.5,1.0,2.3,5.3
39,/players/a/alabiso01.html,Solomon Alabi,2011,2012,C,Florida State,7-1,251,"March 21, 1988",0.9,2.6,.361,0.0,0.0,,0.2,0.6,2.3,0.9,2.6,.361,0.5,0.6,.875,14,8.7,1.1,2.4,0.1,0.4,3.4,3.5,6.6,.535,0.0,0.0,.000,0.4,2.1,3.3,3.5,6.6,.534,2.1,2.9,.745,77,22.0,2.1,9.1,0.5,1.7,5.4
40,/players/a/alarima01.html,Mark Alarie,1987,1991,F,Duke,6-8,217,"December 11, 1963",2.2,4.5,.496,0.1,0.3,.222,0.6,0.2,1.4,2.3,4.8,.480,0.6,0.8,.714,63,12.2,1.1,5.2,0.2,0.8,2.5,,,.498,,,.000,,,,6.2,11.3,.550,3.6,4.5,.797,133,30.4,,16.1,,,
41,/players/a/alcorga01.html,Gary Alcorn,1960,1961,C,Fresno State,6-9,225,"October 8, 1936",,,,,,,,,,0.6,2.0,.300,,,,20,8.7,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,
42,/players/a/aldemfu01.html,Furkan Aldemir,2015,2015,F-C,,6-10,240,"August 9, 1991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,/players/a/aldrico01.html,Cole Aldrich,2011,2018,C,Kansas,6-11,250,"October 31, 1988",0.8,1.6,.524,0.0,0.0,,0.1,0.6,1.3,0.8,1.6,.524,0.5,0.5,.929,26,6.7,0.5,2.2,0.3,0.3,1.8,3.5,6.1,.574,0.0,0.0,,0.6,2.3,5.5,3.5,6.1,.574,2.3,3.2,.729,111,21.0,2.3,9.4,0.5,1.2,7.7
44,/players/a/aldrila01.html,LaMarcus Aldridge,2007,2021,F-C,Texas,6-11,250,"July 19, 1985",7.4,15.2,.486,0.0,0.1,.143,1.6,1.2,4.7,7.4,15.3,.484,3.0,3.9,.762,76,34.9,2.9,17.8,0.7,1.7,7.6,5.2,8.9,.586,0.0,0.0,,0.6,1.8,4.8,5.2,8.9,.586,3.0,4.7,.649,53,30.2,3.4,13.5,1.3,1.6,8.2
45,/players/a/aleksch01.html,Chuck Aleksinas,1985,1985,C,"Kentucky, UConn",6-11,260,"February 26, 1959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,8.2,.586,3.3,4.5,.722,56,29.4,,12.9,,,
46,/players/a/alexacl01.html,Cliff Alexander,2016,2016,F,Kansas,6-8,245,"November 16, 1995",,,,,,,,,,,,,,,,,,,,,,,2.6,4.6,.566,0.0,0.0,,0.4,1.3,3.3,2.6,4.6,.566,1.9,2.8,.671,28,17.6,2.0,7.1,0.2,1.0,5.3
47,/players/a/alexaco01.html,Cory Alexander,1996,2005,G,Virginia,6-1,185,"June 22, 1973",1.3,3.0,.420,1.2,3.2,.373,3.2,0.2,1.2,2.4,6.1,.396,1.2,1.6,.736,80,18.2,0.4,7.2,1.0,1.8,1.5,3.7,7.7,.485,1.7,5.0,.336,4.7,0.2,,5.4,12.6,.427,2.7,3.8,.698,85,33.6,,15.1,1.2,3.3,3.5
48,/players/a/alexaco02.html,Courtney Alexander,2001,2003,G,"Virginia, Fresno State",6-5,205,"April 27, 1977",1.6,4.4,.351,0.1,0.3,.300,0.6,0.1,1.1,1.6,4.7,.348,0.9,1.2,.733,38,12.4,0.5,4.2,0.4,0.6,1.7,6.9,13.5,.514,1.8,5.6,.324,3.0,0.2,,8.7,19.1,.458,3.6,4.7,.769,59,33.8,,22.9,1.5,2.4,4.2
49,/players/a/alexaga01.html,Gary Alexander,1994,1994,F,South Florida,6-7,240,"November 1, 1969",0.3,0.5,.500,0.0,0.0,,0.3,0.0,0.5,0.3,0.5,.500,0.0,0.5,.000,4,3.0,0.3,0.5,0.0,0.3,0.8,5.8,11.0,.531,0.0,0.0,.000,1.2,0.7,,5.8,11.0,.531,3.0,4.8,.617,87,32.8,,14.6,1.1,,9.9
50,/players/a/alexajo01.html,Joe Alexander,2009,2010,F,West Virginia,6-8,230,"December 26, 1986",0.1,0.6,.200,0.0,0.1,.000,0.3,0.1,0.4,0.1,0.8,.167,0.3,0.4,.667,8,3.6,0.3,0.5,0.1,0.0,0.6,3.9,7.9,.488,0.6,2.1,.295,2.0,1.2,3.3,4.5,10.0,.447,2.5,3.3,.765,82,25.3,1.5,12.1,0.6,1.8,4.8
51,/players/a/alexaky01.html,Kyle Alexander,2020,2020,F,Tennessee,6-11,220,"October 21, 1996",,,,,,,,,,,,,,,,,,,,,,,1.8,3.0,.595,0.0,0.1,.357,0.3,1.4,2.8,1.8,3.1,.587,1.0,1.5,.638,135,17.8,2.1,4.6,0.3,0.7,4.9
52,/players/a/alexaty01.html,Ty-Shon Alexander,2021,2021,G,Creighton,6-3,195,"July 16, 1998",,,,,,,,,,,,,,,,,,,,,,,1.9,4.0,.485,2.1,5.8,.372,2.3,0.2,3.4,4.1,9.8,.418,2.4,2.9,.813,98,28.2,0.3,12.7,0.9,1.6,3.7
53,/players/a/alexavi01.html,Victor Alexander,1992,2002,C-F,Iowa State,6-9,265,"August 31, 1969",4.6,9.0,.518,0.1,0.3,.455,1.3,0.7,4.0,4.8,9.3,.516,1.5,2.3,.685,72,24.3,1.8,11.2,0.5,1.7,5.8,7.0,11.5,.611,0.0,0.0,.000,1.1,1.1,,7.0,11.5,.611,3.0,4.8,.635,111,26.6,,17.0,0.7,1.9,7.3
54,/players/a/alexani01.html,Nickeil Alexander-Walker,2020,2021,G,Virginia Tech,6-6,205,"September 2, 1998",2.5,5.2,.485,1.7,4.8,.347,2.2,0.5,2.8,4.2,10.0,.419,1.0,1.4,.727,46,21.9,0.3,11.0,1.0,1.5,3.1,3.0,5.6,.529,1.7,4.5,.383,2.7,0.5,3.4,4.7,10.1,.464,2.4,3.1,.763,67,29.9,0.6,13.5,1.4,2.2,4.0
55,/players/a/alforst01.html,Steve Alford,1988,1991,G,Indiana,6-2,183,"November 23, 1964",1.9,4.1,.476,0.3,0.8,.364,1.4,0.0,0.9,2.2,4.9,.457,0.8,0.9,.820,66,13.7,0.2,5.5,0.7,0.7,1.1,,,.438,,,.530,3.1,0.1,,7.2,13.5,.533,4.3,4.8,.898,125,37.0,,19.5,1.4,1.8,2.8
56,/players/a/alkinra01.html,Rawle Alkins,2019,2019,G,Arizona,6-5,225,"October 29, 1997",,,,,,,,,,,,,,,,,,,,,,,2.8,5.5,.505,1.3,3.5,.365,2.2,0.6,3.2,4.0,9.0,.450,2.4,3.3,.729,60,29.3,1.7,11.8,1.0,2.1,4.9
57,/players/a/allenbi01.html,Bill Allen,1968,1968,C-F,New Mexico State,6-8,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,/players/a/allenbo01.html,Bob Allen,1969,1969,F,Marshall,6-9,205,"July 17, 1946",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,5.1,.495,,,,77,,,7.5,,,
59,/players/a/allengr01.html,Grayson Allen,2019,2021,G,Duke,6-4,198,"October 8, 1995",1.6,2.9,.545,1.5,3.7,.404,1.4,0.1,2.0,3.1,6.6,.466,1.0,1.2,.867,38,18.9,0.2,8.7,0.3,0.9,2.2,2.2,4.5,.490,2.0,5.4,.380,3.0,0.1,2.6,4.3,9.9,.430,3.5,4.2,.834,142,27.9,0.5,14.1,1.0,1.7,3.2
60,/players/a/allenja01.html,Jarrett Allen,2018,2021,C-F,Texas,6-11,243,"April 21, 1998",4.1,6.5,.629,0.1,0.6,.133,1.4,1.5,6.0,4.2,7.1,.590,2.5,3.5,.709,80,26.2,2.4,10.9,0.5,1.3,8.4,5.4,9.4,.579,0.0,0.2,.000,0.8,1.5,5.4,5.4,9.6,.566,2.5,4.5,.564,33,32.2,3.0,13.4,0.6,2.5,8.4
61,/players/a/allenje01.html,Jerome Allen,1996,1997,G,Penn,6-4,184,"January 28, 1973",0.6,1.7,.375,0.4,1.2,.323,2.0,0.1,1.0,1.0,2.9,.353,0.6,0.9,.583,76,12.4,0.3,3.0,0.4,0.9,1.3,3.0,6.3,.472,1.6,4.8,.343,4.6,0.2,,4.6,11.1,.417,2.8,3.8,.722,109,32.8,,13.7,1.5,2.4,4.4
62,/players/a/allenka01.html,Kadeem Allen,2018,2020,G,Arizona,6-1,200,"January 15, 1993",2.5,5.5,.457,0.9,1.9,.472,4.0,0.2,2.3,3.4,7.4,.461,2.2,2.8,.778,19,21.9,0.4,9.9,0.8,1.4,2.7,2.3,4.8,.482,0.7,1.8,.400,3.3,0.7,3.3,3.0,6.6,.459,2.3,3.1,.725,68,27.5,0.3,9.1,1.3,2.0,3.6
63,/players/a/allenla01.html,Lavoy Allen,2012,2017,F-C,Temple,6-9,260,"February 4, 1989",2.6,5.7,.455,0.0,0.0,.000,0.9,0.7,3.0,2.6,5.7,.454,0.5,0.8,.717,79,21.1,2.0,5.8,0.3,0.7,5.0,4.2,7.7,.549,0.1,0.5,.288,2.1,1.6,5.5,4.4,8.2,.534,1.6,2.4,.671,135,32.2,3.0,10.5,0.5,1.4,8.5
64,/players/a/allenlu01.html,Lucius Allen,1970,1979,G,UCLA,6-2,175,"September 26, 1947",,,,,,,,,,2.9,6.5,.447,,,,61,19.0,,7.1,,,,,,,,,,,,,6.2,13.2,.470,,,,60,,,15.3,,,
65,/players/a/allenma01.html,Malik Allen,2002,2011,F-C,Villanova,6-10,255,"June 27, 1978",4.2,9.8,.426,0.0,0.1,.000,0.7,1.0,3.6,4.2,9.9,.424,1.2,1.5,.802,80,29.0,1.7,9.6,0.5,1.6,5.3,3.4,6.7,.514,0.0,0.0,,0.8,1.5,,3.4,6.7,.514,2.1,3.0,.696,127,24.1,,8.9,0.6,1.6,5.6
66,/players/a/allenra01.html,Randy Allen,1989,1990,F,Florida State,6-8,220,"January 26, 1965",1.7,3.7,.457,0.0,0.1,.000,0.4,0.3,1.4,1.7,3.8,.444,0.4,0.7,.535,63,11.8,0.8,3.7,0.3,0.4,2.2,,,.465,,,.000,0.6,0.9,,5.1,10.5,.491,2.2,3.6,.615,115,31.2,,12.5,1.0,1.4,6.4
67,/players/a/allenra02.html,Ray Allen,1997,2014,G,UConn,6-5,205,"July 20, 1975",5.2,11.5,.453,1.6,4.5,.364,4.3,0.1,3.4,6.9,16.0,.428,4.2,4.8,.875,<strong>82</strong>,40.1,1.5,19.5,1.4,3.2,4.9,4.7,9.2,.508,2.3,5.1,.448,2.4,0.4,,7.0,14.3,.487,2.8,3.5,.779,101,29.7,,19.0,1.6,1.9,6.0
68,/players/a/allento01.html,Tony Allen,2005,2018,G-F,"Butler County Community College, Oklahoma State",6-4,213,"January 11, 1982",2.3,4.7,.492,0.2,0.7,.324,1.3,0.4,1.5,2.5,5.4,.471,2.0,2.6,.746,51,19.2,0.6,7.2,1.0,1.3,2.2,4.7,9.3,.508,0.8,2.2,.347,2.9,0.8,3.7,5.5,11.5,.477,3.5,5.2,.682,67,31.4,1.7,15.3,2.0,2.8,5.5
69,/players/a/allenwi01.html,Willie Allen,1972,1972,F,Miami (FL),6-6,230,"February 8, 1949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,/players/a/allisod01.html,Odis Allison,1972,1972,F,UNLV,6-6,195,"October 2, 1949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,13.9,.416,,,,48,,,17.9,,,
71,/players/a/allrela01.html,Lance Allred,2008,2008,C,"Utah, Weber State",6-11,250,"February 2, 1981",,,,,,,,,,,,,,,,,,,,,,,5.1,10.7,.481,0.1,0.3,.429,1.3,0.1,6.0,5.3,10.9,.480,4.2,5.9,.723,56,29.2,3.1,14.8,0.4,2.4,9.1
72,/players/a/allumda01.html,Darrell Allums,1981,1981,F,UCLA,6-9,220,"September 12, 1958",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.7,.488,,,,92,13.1,,3.8,,,
73,/players/a/almonmo01.html,Morris Almond,2008,2012,G,Rice University,6-6,225,"February 2, 1985",1.1,2.6,.438,0.2,0.7,.294,0.3,0.2,1.1,1.3,3.2,.407,0.8,1.0,.808,25,10.2,0.4,3.7,0.2,0.6,1.4,3.9,7.6,.514,1.3,2.9,.435,1.0,0.5,2.5,5.2,10.5,.492,3.5,4.2,.824,121,27.1,1.0,15.1,0.7,2.2,3.5
74,/players/a/alstode01.html,Derrick Alston,1995,1997,F,Duquesne,6-11,225,"August 20, 1972",2.7,5.3,.513,0.0,0.0,.333,0.8,0.7,2.4,2.7,5.3,.512,0.8,1.5,.491,73,22.1,1.7,6.2,0.8,0.8,4.1,6.5,11.6,.562,0.0,0.0,.333,1.3,2.0,,6.5,11.6,.561,3.7,6.4,.576,114,33.0,,16.7,1.2,3.0,7.7
75,/players/a/alstora01.html,Rafer Alston,2000,2010,G,Fresno State,6-2,171,"July 24, 1976",0.6,1.5,.407,0.2,0.8,.267,1.8,0.0,0.7,0.8,2.3,.357,0.2,0.4,.692,37,7.8,0.1,2.1,0.4,0.5,0.8,1.8,3.4,.513,2.0,5.9,.337,7.3,0.4,,3.8,9.4,.401,1.5,2.0,.758,33,31.2,,11.0,2.1,3.4,2.2
76,/players/a/alumape01.html,Peter Aluma,1999,1999,C,Liberty,6-10,260,"April 23, 1973",,,,,,,,,,,,,,,,,,,,,,,5.3,10.0,.530,0.0,0.0,.000,0.7,3.1,,5.3,10.1,.528,3.8,5.7,.666,119,27.4,,14.4,0.9,,5.7
77,/players/a/amaecjo01.html,John Amaechi,1996,2003,C-F,"Vanderbilt, Penn State",6-10,270,"November 26, 1970",,,,,,,,,,,,,,,,,,,,,,,4.6,8.5,.538,0.3,0.8,.304,1.3,2.3,,4.8,9.3,.518,5.7,8.2,.694,84,33.7,,15.6,0.8,2.6,8.8
