,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA_2p,NBA_2pa,NBA_2pp,NBA_3p,NBA_3pa,NBA_3pp,NBA_ast,NBA_blk,NBA_drb,NBA_fg,NBA_fga,NBA_fgp,NBA_ft,NBA_fta,NBA_ftp,NBA_g,NBA_mp,NBA_orb,NBA_pts,NBA_stl,NBA_tov,NBA_trb,NCAA_2p,NCAA_2pa,NCAA_2pp,NCAA_3p,NCAA_3pa,NCAA_3pp,NCAA_ast,NCAA_blk,NCAA_drb,NCAA_fg,NCAA_fga,NCAA_fgp,NCAA_ft,NCAA_fta,NCAA_ftp,NCAA_g,NCAA_mp,NCAA_orb,NCAA_pts,NCAA_stl,NCAA_tov,NCAA_trb
2775,/players/m/mathima01.html,Mangok Mathiang,2018,2018,C-F,Louisville,6-10,230,"October 8, 1992",,,,,,,,,,,,,,,,,,,,,,,1.8,3.6,.506,0.0,0.0,,0.5,1.3,2.5,1.8,3.6,.506,1.2,1.9,.599,114,18.0,2.3,4.8,0.5,0.9,4.8
2776,/players/m/mathida01.html,Dakota Mathias,2021,2021,G,Purdue,6-4,200,"July 11, 1995",,,,,,,,,,,,,,,,,,,,,,,1.0,2.1,.466,1.8,4.2,.419,2.9,0.1,2.9,2.7,6.3,.434,0.9,1.1,.805,141,25.6,0.1,8.1,0.7,1.1,3.1
2777,/players/m/mathijo01.html,Johnny Mathis,1968,1968,F,Savannah State University,6-6,220,"July 14, 1943",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,/players/m/matthwe01.html,Wes Matthews,1981,1990,G,Wisconsin,6-1,170,"August 24, 1959",4.9,9.6,.505,0.1,0.3,.333,4.4,0.2,0.8,5.0,10.0,.499,2.2,2.9,.767,45,25.8,0.7,12.3,1.0,3.3,1.5,,,,,,,,,,7.1,14.9,.477,,,,69,34.0,,18.1,,,
2779,/players/m/matthwe02.html,Wesley Matthews,2010,2021,G,Marquette,6-4,220,"October 14, 1986",3.5,7.3,.476,1.9,4.6,.407,2.0,0.1,2.6,5.4,11.9,.449,3.2,3.8,.844,82,33.6,0.6,15.9,1.2,1.7,3.1,3.2,6.8,.480,0.8,2.3,.341,2.1,0.3,3.4,4.0,9.1,.444,4.3,5.4,.799,127,30.2,1.6,13.2,1.2,2.2,4.9
2780,/players/m/maughar01.html,Ariel Maughan,1947,1951,F,Utah State University,6-4,190,"February 23, 1923",,,,,,,,,,1.8,6.1,.297,,,,42,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,
2781,/players/m/maxeyma01.html,Marlon Maxey,1993,1994,F,"Minnesota, Texas-El Paso",6-8,250,"February 19, 1969",1.6,3.0,.539,0.0,0.0,.000,0.2,0.6,2.3,1.6,3.0,.533,1.3,1.8,.714,55,11.4,1.4,4.5,0.3,0.7,3.6,4.9,9.3,.529,0.0,0.0,,0.6,1.0,,4.9,9.3,.529,3.9,5.5,.713,72,27.2,,13.8,0.7,1.5,7.5
2782,/players/m/maxeyty01.html,Tyrese Maxey,2021,2021,G,Kentucky,6-2,200,"November 4, 2000",,,,,,,,,,,,,,,,,,,,,,,3.8,7.7,.492,1.1,3.6,.292,3.2,0.4,3.9,4.8,11.3,.427,3.2,3.9,.833,31,34.5,0.4,14.0,0.9,2.2,4.3
2783,/players/m/maxieja01.html,Jason Maxiell,2006,2015,F,Cincinnati,6-7,260,"February 18, 1983",2.0,3.9,.500,0.0,0.0,,0.2,0.9,1.5,2.0,3.9,.500,1.1,2.0,.526,67,14.1,1.3,5.0,0.4,0.8,2.8,4.3,8.5,.509,0.0,0.1,.286,0.7,1.9,4.3,4.4,8.6,.507,3.4,5.2,.653,129,27.6,2.8,12.1,0.7,1.5,7.0
2784,/players/m/maxwece01.html,Cedric Maxwell,1978,1988,F,UNC Charlotte,6-8,205,"November 21, 1955",5.9,10.1,<strong>.584</strong>,,,,2.9,0.9,6.5,5.9,10.1,<strong>.584</strong>,7.2,9.0,.802,80,37.1,3.4,19.0,1.2,3.4,9.9,,,,,,,,,,6.0,10.2,.586,,,,112,,,16.3,,,
2785,/players/m/maxweve01.html,Vernon Maxwell,1989,2001,G,Florida,6-4,180,"September 12, 1965",3.1,6.6,.473,0.4,1.3,.267,3.7,0.1,2.3,3.5,7.9,.439,1.7,2.7,.645,79,25.2,0.6,9.0,1.1,1.8,2.9,,,.499,,,.375,3.0,0.2,,7.1,15.3,.462,3.9,5.4,.715,130,32.3,,18.8,1.6,2.4,3.7
2786,/players/m/maydo01.html,Don May,1969,1975,F,Dayton,6-4,200,"January 3, 1946",,,,,,,,,,1.1,2.7,.386,,,,37,6.4,,2.6,,,,,,,,,,,,,8.2,17.3,.472,,,,90,,,22.0,,,
2787,/players/m/maysc01.html,Scott May,1977,1983,F,Indiana,6-7,215,"March 19, 1954",5.1,11.2,.454,,,,2.1,0.1,3.9,5.1,11.2,.454,3.2,3.9,.810,55,32.8,2.1,13.4,0.9,2.3,6.0,,,,,,,,,,7.4,14.4,.513,,,,90,28.1,,17.7,,,
2788,/players/m/mayse01.html,Sean May,2006,2010,F,UNC,6-9,266,"April 4, 1984",4.6,9.3,.498,0.1,0.1,.667,1.9,0.7,4.6,4.7,9.4,.500,2.5,3.2,.768,35,23.9,2.1,11.9,0.5,1.6,6.7,5.7,11.1,.519,0.0,0.1,.000,1.5,1.2,6.5,5.7,11.2,.513,4.3,6.0,.717,77,27.8,3.5,15.8,1.3,2.4,10.0
2789,/players/m/maybele01.html,Lee Mayberry,1993,1999,G,Arkansas,6-1,172,"June 12, 1970",1.5,3.5,.445,0.5,1.5,.345,2.6,0.0,0.9,2.0,4.9,.415,0.7,1.0,.690,<strong>82</strong>,18.0,0.3,5.3,0.6,1.2,1.2,3.6,6.8,.534,1.6,3.7,.424,5.2,0.2,,5.2,10.5,.495,2.0,2.7,.724,139,32.5,,14.0,2.1,1.7,2.9
2790,/players/m/mayescl01.html,Clyde Mayes,1976,1977,F,Furman University,6-8,225,"March 17, 1953",,,,,,,,,,0.6,2.1,.263,,,,9,5.8,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,
2791,/players/m/mayesth01.html,Tharon Mayes,1992,1992,G,Florida State,6-3,175,"September 9, 1968",0.7,2.6,.255,0.7,1.9,.359,1.5,0.0,0.6,1.3,4.5,.298,1.0,1.4,.667,21,10.2,0.1,4.3,0.7,1.3,0.7,4.4,7.9,.559,1.7,4.4,.380,2.8,0.1,,6.1,12.2,.495,2.6,3.3,.784,77,29.9,,16.4,1.7,2.6,2.8
2792,/players/m/mayfibi01.html,Bill Mayfield,1981,1981,F,Iowa,6-7,205,"October 17, 1957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,6.6,.471,,,,78,,,7.8,,,
2793,/players/m/mayfike01.html,Ken Mayfield,1976,1976,G,Tuskegee University,6-2,185,"May 11, 1948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,/players/m/maynoer01.html,Eric Maynor,2010,2014,G,VCU,6-3,175,"June 11, 1987",1.8,4.2,.431,0.2,0.9,.208,3.1,0.1,1.1,2.0,5.1,.391,1.0,1.3,.758,26,14.0,0.4,5.2,0.5,1.1,1.5,3.9,8.3,.477,1.1,3.0,.370,5.2,0.2,2.9,5.0,11.2,.449,3.9,4.9,.791,130,30.7,0.5,15.0,1.3,2.4,3.4
2795,/players/m/mayooj01.html,O.J. Mayo,2009,2016,G,USC,6-5,210,"November 5, 1987",5.0,10.1,.490,1.7,4.3,.383,3.0,0.2,3.0,6.6,14.4,.458,2.6,3.2,.809,<strong>82</strong>,38.0,0.7,17.5,1.2,2.1,3.8,4.5,9.7,.464,2.7,6.5,.409,3.3,0.4,3.5,7.2,16.2,.442,3.7,4.6,.803,33,36.8,1.1,20.7,1.5,3.5,4.5
2796,/players/m/mayssk01.html,Skylar Mays,2021,2021,G,LSU,6-4,205,"September 5, 1997",,,,,,,,,,,,,,,,,,,,,,,2.7,5.1,.520,1.3,3.9,.345,2.9,0.2,3.1,4.0,9.0,.445,3.1,3.7,.845,130,30.5,0.5,12.4,1.6,1.8,3.6
2797,/players/m/maystr01.html,Travis Mays,1991,1993,G,Texas,6-2,190,"June 19, 1968",1.5,4.0,.375,1.5,3.0,.500,0.5,0.0,0.5,3.0,7.0,.429,1.0,1.0,1.000,2,16.0,0.5,8.5,0.0,1.5,1.0,4.1,8.5,.488,2.0,5.4,.370,2.3,0.2,,6.1,13.8,.442,4.2,5.6,.746,124,35.0,,18.4,1.3,3.0,4.8
2798,/players/m/mazzama01.html,Matt Mazza,1950,1950,F,Michigan State,6-3,210,"September 23, 1923",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,/players/m/mbahalu01.html,Luc Mbah a Moute,2009,2020,F,UCLA,6-8,230,"September 9, 1986",2.3,4.8,.486,0.1,0.2,.353,1.1,0.5,3.1,2.4,5.1,.480,1.3,1.8,.699,73,25.6,2.3,6.2,0.8,1.0,5.5,3.2,6.0,.545,0.2,0.9,.215,1.6,0.6,4.7,3.4,6.8,.503,1.7,2.5,.668,107,29.5,2.6,8.7,1.3,1.8,7.2
2800,/players/m/mcadobo01.html,Bob McAdoo,1973,1986,C-F,UNC,6-9,210,"September 25, 1951",12.2,22.3,<strong>.547</strong>,,,,2.3,3.3,11.3,12.2,22.3,<strong>.547</strong>,6.2,7.8,.793,74,43.0,3.8,<strong>30.6</strong>,1.2,,15.1,,,,,,,,,,7.8,15.2,.516,,,,31,,,19.5,,,
2801,/players/m/mcadoja01.html,James Michael McAdoo,2015,2018,F,UNC,6-9,230,"January 4, 1993",1.1,2.0,.537,0.0,0.0,.500,0.4,0.2,0.7,1.1,2.0,.536,0.6,1.2,.531,41,6.4,0.7,2.9,0.2,0.4,1.4,4.3,9.6,.451,0.0,0.1,.000,1.0,0.5,3.8,4.3,9.7,.447,2.8,4.9,.569,108,25.0,2.1,11.4,1.2,1.6,5.9
2802,/players/m/mcbrike01.html,Ken McBride,1955,1955,G-F,University of Maryland Eastern Shore,6-3,190,"May 23, 1929",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,/players/m/mccalta01.html,Tahjere McCall,2019,2019,G,Tennessee State,6-5,195,"August 17, 1994",,,,,,,,,,,,,,,,,,,,,,,4.1,8.4,.486,0.5,1.9,.266,4.0,0.4,3.5,4.6,10.3,.445,4.8,6.9,.699,58,31.0,1.5,14.5,2.6,3.4,5.1
2804,/players/m/mccalra01.html,Ray McCallum,2014,2016,G,Detroit Mercy,6-3,190,"June 12, 1991",2.5,5.3,.479,0.5,1.6,.306,2.8,0.2,1.9,3.0,6.9,.438,0.8,1.2,.679,68,21.1,0.8,7.4,0.7,1.3,2.6,4.4,8.2,.536,1.0,3.3,.290,4.4,0.3,3.5,5.4,11.5,.465,4.2,5.8,.723,102,34.5,1.2,15.9,1.7,2.3,4.8
2805,/players/m/mccanbo01.html,Bob McCann,1990,1998,F,"Upsala College, Morehead State University",6-6,244,"April 22, 1964",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,/players/m/mccanbr01.html,Brendan McCann,1958,1960,G,St. Bonaventure,6-2,178,"July 5, 1935",,,,,,,,,,0.0,3.0,.000,,,,1,7.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2807,/players/m/mccanme01.html,Mel McCants,1990,1990,F,Purdue,6-8,240,"August 19, 1967",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,/players/m/mccanra01.html,Rashad McCants,2006,2009,G,UNC,6-4,207,"September 25, 1984",1.1,2.8,.412,0.5,2.0,.267,1.0,0.2,0.9,1.7,4.8,.350,1.1,1.6,.690,37,15.0,0.4,5.0,0.7,1.1,1.3,4.0,7.4,.538,2.3,5.4,.415,2.1,0.6,2.6,6.3,12.9,.486,2.8,3.8,.721,98,29.2,1.5,17.6,1.5,2.2,4.1
2809,/players/m/mccarmi01.html,Mike McCarron,1947,1950,G,Seton Hall,5-11,180,"March 2, 1922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,/players/m/mccaran01.html,Andre McCarter,1977,1981,G,UCLA,6-3,190,"August 25, 1953",0.0,2.0,.000,,,,0.0,0.0,1.0,0.0,2.0,.000,0.0,0.0,,1,9.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,2.8,6.7,.416,,,,86,,,6.9,,,
2811,/players/m/mccarwi01.html,Willie McCarter,1970,1972,G,Drake University,6-3,175,"July 26, 1946",,,,,,,,,,3.3,7.8,.417,,,,76,18.0,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,
2812,/players/m/mccarjo01.html,Johnny McCarthy,1957,1964,G,Canisius,6-1,185,"April 25, 1934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,/players/m/mccarho01.html,Howie McCarty,1947,1947,F-G,Wayne State University,6-2,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,/players/m/mccarke01.html,Kelly McCarty,1999,1999,G-F,Southern Miss,6-7,200,"August 24, 1975",,,,,,,,,,,,,,,,,,,,,,,3.6,7.6,.470,0.9,3.0,.297,1.3,1.1,,4.5,10.6,.421,2.0,2.9,.691,117,31.4,,11.9,1.2,,7.3
2815,/players/m/mccarwa01.html,Walter McCarty,1997,2006,F,Kentucky,6-10,230,"February 1, 1974",2.9,6.8,.434,0.7,2.1,.309,2.2,0.5,2.7,3.6,8.9,.404,1.8,2.4,.742,<strong>82</strong>,28.5,1.7,9.6,1.3,1.7,4.4,2.7,4.8,.557,0.7,1.8,.401,1.8,1.0,,3.4,6.6,.515,1.6,2.4,.684,103,20.5,,9.2,0.9,1.8,5.1
2816,/players/m/mccasam01.html,Amal McCaskill,1997,2004,F-C,Marquette,6-11,235,"October 28, 1973",,,,,,,,,,,,,,,,,,,,,,,2.9,5.4,.546,0.0,0.0,.400,0.8,1.6,,3.0,5.4,.545,1.8,2.8,.644,111,19.8,,7.8,0.4,1.7,6.3
2817,/players/m/mccawpa01.html,Patrick McCaw,2017,2021,G,UNLV,6-7,181,"October 25, 1995",1.3,2.5,.503,0.3,1.4,.238,1.4,0.2,1.2,1.6,3.9,.409,0.5,0.6,.765,57,16.9,0.3,4.0,0.8,0.7,1.4,2.3,4.3,.527,1.9,5.2,.367,3.3,0.4,3.3,4.2,9.6,.439,1.9,2.5,.753,65,31.7,0.9,12.2,2.0,1.9,4.2
2818,/players/m/mccladw01.html,Dwayne McClain,1986,1986,G,Villanova,6-6,185,"February 7, 1963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,9.0,.575,2.1,2.8,.739,125,29.3,,12.4,,,
2819,/players/m/mcclate01.html,Ted McClain,1972,1979,G,Tennessee State,6-1,180,"August 30, 1946",3.8,7.5,.505,0.1,0.3,.333,2.7,,1.8,3.9,7.8,.498,1.7,2.4,.711,<strong>84</strong>,21.6,1.3,9.6,1.4,2.2,3.1,,,,,,,,,,,,,,,,,,,,,,
2820,/players/m/mcclida01.html,Dan McClintock,2001,2001,C,Northern Arizona University,7-0,270,"April 19, 1977",,,,,,,,,,,,,,,,,,,,,,,4.7,7.5,.632,0.0,0.0,.000,0.7,1.7,,4.7,7.5,.632,2.4,3.7,.652,115,19.0,,11.9,0.3,1.8,4.2
2821,/players/m/mccloja01.html,Jack McCloskey,1953,1953,G,Penn,6-2,190,"September 19, 1925",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,/players/m/mccloge01.html,George McCloud,1990,2002,G-F,Florida State,6-6,205,"May 27, 1967",1.2,3.1,.388,0.6,1.7,.347,2.0,0.1,1.1,1.8,4.7,.373,0.5,0.7,.776,74,14.5,0.5,4.6,0.5,1.2,1.6,,,.476,,,.436,2.6,0.1,,4.5,9.8,.460,2.7,3.5,.778,117,24.3,,13.5,0.9,2.4,3.4
2823,/players/m/mccolcj01.html,CJ McCollum,2014,2021,G,Lehigh,6-3,190,"September 19, 1991",1.7,3.6,.460,0.9,2.2,.396,1.0,0.1,1.2,2.6,5.9,.436,0.8,1.2,.699,62,15.7,0.2,6.8,0.7,0.8,1.5,5.0,10.5,.470,2.0,5.2,.377,2.7,0.5,4.8,6.9,15.7,.439,5.5,6.7,.825,111,32.9,1.5,21.3,2.1,2.4,6.3
2824,/players/m/mcconjo01.html,John McConathy,1952,1952,F,Northwestern State University,6-5,195,"April 9, 1930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,/players/m/mcconbu01.html,Bucky McConnell,1953,1953,G,Marshall,5-10,170,"July 1, 1928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,/players/m/mccontj01.html,T.J. McConnell,2016,2021,G,"Duquesne, Arizona",6-1,190,"March 25, 1992",2.8,5.6,.492,0.1,0.7,.200,6.6,0.1,2.6,2.9,6.3,.461,0.9,1.1,.811,81,26.3,0.5,6.9,1.7,2.0,3.1,2.9,5.5,.535,0.8,2.3,.343,5.8,0.1,3.1,3.7,7.8,.477,1.2,1.6,.742,76,31.4,0.6,9.4,1.9,1.9,3.7
2827,/players/m/mccorke01.html,Keith McCord,1981,1981,G,"Alabama, UAB",6-7,210,"June 22, 1957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,12.4,.524,,,,29,34.8,,18.2,,,
2828,/players/m/mccorti01.html,Tim McCormick,1985,1992,C,Michigan,6-11,240,"March 10, 1962",3.3,5.7,.570,0.0,0.0,.500,1.1,0.4,3.4,3.3,5.8,.570,2.3,3.2,.713,77,22.1,1.8,8.8,0.2,1.4,5.2,,,,,,,,,,3.4,6.1,.556,3.1,4.2,.737,90,25.2,,9.8,,,
2829,/players/m/mccoyje01.html,Jelani McCoy,1999,2008,C,UCLA,6-10,245,"December 6, 1977",1.8,3.1,.576,0.0,0.0,,0.4,0.8,2.2,1.8,3.1,.576,0.8,1.6,.495,58,12.9,0.9,4.3,0.3,0.8,3.1,4.4,6.4,.694,0.0,0.0,,1.1,2.4,,4.4,6.4,.694,1.5,3.3,.462,78,26.7,,10.4,0.6,2.3,7.1
2830,/players/m/mccrapa01.html,Paul McCracken,1973,1977,G,Cal State Northridge,6-4,180,"September 11, 1950",,,,,,,,,,0.3,1.0,.250,,,,4,3.3,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
2831,/players/m/mccrach01.html,Chris McCray,2007,2007,G,Maryland,6-5,192,"May 27, 1984",,,,,,,,,,,,,,,,,,,,,,,2.5,4.6,.550,1.0,3.0,.330,2.6,0.5,2.3,3.5,7.7,.463,2.7,3.1,.854,103,25.5,1.1,10.8,1.6,1.8,3.4
2832,/players/m/mccraro01.html,Rodney McCray,1984,1993,F-G,Louisville,6-7,220,"August 29, 1961",5.8,10.8,.538,0.0,0.1,.000,4.3,0.9,4.1,5.8,10.9,.535,2.8,3.8,.738,<strong>82</strong>,36.6,2.5,14.4,1.1,2.2,6.6,,,,,,,,,,3.6,6.3,.573,2.1,3.0,.693,135,31.5,,9.2,,,
2833,/players/m/mccrasc01.html,Scooter McCray,1984,1987,F-G,Louisville,6-9,215,"February 8, 1960",1.0,1.7,.600,0.0,0.0,,1.2,0.5,1.8,1.0,1.7,.600,0.5,0.7,.750,6,15.5,1.0,2.5,0.2,1.7,2.8,,,,,,,,,,3.0,6.6,.448,1.6,2.5,.649,131,25.4,,7.6,,,
2834,/players/m/mccreer01.html,Erik McCree,2018,2018,F,Louisiana Tech,6-7,219,"December 20, 1993",,,,,,,,,,,,,,,,,,,,,,,3.8,7.3,.527,1.4,3.9,.348,1.0,0.5,5.8,5.2,11.3,.464,3.1,4.3,.735,99,29.1,1.4,14.9,0.6,2.2,7.3
2835,/players/m/mcculch01.html,Chris McCullough,2016,2018,F,Syracuse,6-11,200,"February 5, 1995",0.9,1.6,.600,0.1,0.4,.143,0.1,0.1,0.6,1.0,2.0,.500,0.2,0.3,.600,16,5.0,0.6,2.3,0.1,0.2,1.2,3.3,7.0,.473,0.1,0.1,1.000,1.1,2.1,4.6,3.4,7.1,.478,2.5,4.4,.563,16,28.1,2.3,9.3,1.7,2.2,6.9
2836,/players/m/mcculjo01.html,John McCullough,1982,1982,G,Oklahoma,6-4,190,"October 5, 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,11.8,.467,,,,110,38.2,,13.7,,,
2837,/players/m/mcdancl01.html,Clint McDaniel,1996,1996,G,Arkansas,6-4,180,"February 26, 1972",,,,,,,,,,,,,,,,,,,,,,,1.6,3.4,.486,1.0,2.8,.352,1.8,0.1,,2.6,6.2,.425,1.8,2.4,.737,125,20.2,,8.1,1.8,1.3,2.3
2838,/players/m/mcdanxa01.html,Xavier McDaniel,1986,1998,F,Wichita State,6-7,205,"June 4, 1963",9.8,19.1,.512,0.0,0.2,.214,2.5,0.6,4.5,9.8,19.3,.509,3.4,4.8,.696,<strong>82</strong>,37.0,4.1,23.0,1.4,2.9,8.6,,,,,,,,,,7.6,13.5,.564,3.1,5.0,.624,117,31.1,,18.4,,,
2839,/players/m/mcdanja02.html,Jaden McDaniels,2021,2021,F,Washington,6-9,185,"September 29, 2000",,,,,,,,,,,,,,,,,,,,,,,3.0,6.7,.445,1.4,4.1,.339,2.1,1.4,4.7,4.4,10.8,.405,2.8,3.7,.763,31,31.1,1.1,13.0,0.8,3.2,5.8
2840,/players/m/mcdanja01.html,Jalen McDaniels,2020,2021,F,San Diego State,6-9,205,"January 31, 1998",2.1,3.8,.547,0.7,2.2,.333,1.1,0.4,2.6,2.8,6.0,.468,1.0,1.4,.703,47,19.2,1.0,7.4,0.6,1.0,3.6,4.6,8.6,.538,0.4,1.4,.298,1.5,0.5,5.8,5.0,10.0,.504,2.7,3.6,.758,67,27.9,2.1,13.2,1.0,1.8,7.9
2841,/players/m/mcdanji01.html,Jim McDaniels,1972,1978,C-F,Western Kentucky,6-11,228,"April 2, 1948",11.4,22.0,.516,0.0,0.0,,1.7,,9.7,11.4,22.0,.516,4.0,5.6,.722,58,37.4,4.3,26.8,,2.9,14.0,,,,,,,,,,,,,,,,,,,,,,
2842,/players/m/mcdankj01.html,K.J. McDaniels,2015,2017,G-F,Clemson,6-6,205,"February 9, 1993",2.4,5.2,.456,0.8,2.8,.293,1.3,1.3,2.5,3.2,8.1,.399,1.9,2.5,.756,52,25.4,1.2,9.2,0.8,2.0,3.8,3.0,5.8,.516,0.9,2.8,.313,0.9,1.9,3.0,3.9,8.6,.450,2.4,3.2,.767,94,24.3,1.8,11.0,0.9,1.5,4.8
2843,/players/m/mcderdo01.html,Doug McDermott,2015,2021,F,Creighton,6-7,225,"January 3, 1992",2.2,4.8,.470,1.4,3.2,.425,0.7,0.1,2.0,3.6,8.0,.452,0.9,1.0,.857,81,23.0,0.5,9.4,0.2,0.7,2.4,6.0,10.2,.587,1.9,4.1,.458,1.3,0.1,5.6,7.9,14.3,.550,4.1,4.9,.831,145,31.5,1.9,21.7,0.2,2.2,7.5
2844,/players/m/mcderse01.html,Sean McDermott,2021,2021,F,Butler,6-6,195,"November 3, 1996",,,,,,,,,,,,,,,,,,,,,,,1.0,1.7,.619,1.6,4.0,.403,0.7,0.2,3.0,2.6,5.6,.467,0.9,1.1,.824,125,24.0,0.9,7.8,0.5,0.6,3.9
2845,/players/m/mcdonbe01.html,Ben McDonald,1986,1989,F,"University of California, Irvine",6-8,210,"July 20, 1962",1.3,2.7,.491,0.0,0.0,.000,0.4,0.0,1.1,1.3,2.8,.483,0.2,0.4,.625,21,12.7,0.7,2.9,0.3,0.5,1.8,,,,,,,,,,5.6,10.7,.523,2.1,3.0,.686,114,33.9,,13.3,,,
2846,/players/m/mcdongl01.html,Glenn McDonald,1975,1977,F-G,Cal State Long Beach,6-6,190,"March 18, 1952",,,,,,,,,,2.5,6.1,.419,,,,75,13.6,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
2847,/players/m/mcdonmi01.html,Michael McDonald,1998,1998,C,"Utah Valley, New Orleans",6-10,232,"February 13, 1969",,,,,,,,,,,,,,,,,,,,,,,2.8,4.7,.595,0.0,0.0,.000,0.5,2.5,,2.8,4.7,.593,1.4,2.4,.581,88,21.3,,7.0,0.5,1.7,6.3
2848,/players/m/mcdonro01.html,Roderick McDonald,1971,1973,F,Whitworth,6-6,205,"April 9, 1945",1.0,2.2,.459,0.0,0.1,.000,0.5,,1.3,1.0,2.3,.447,0.8,1.1,.730,33,7.0,1.0,2.9,,0.7,2.2,,,,,,,,,,,,,,,,,,,,,,
2849,/players/m/mcdowha01.html,Hank McDowell,1982,1987,F-C,Memphis,6-9,215,"November 13, 1959",1.0,2.2,.468,0.0,0.0,.000,0.4,0.2,1.2,1.0,2.3,.460,0.8,1.1,.770,56,9.0,1.0,2.9,0.1,0.7,2.1,,,,,,,,,,3.2,6.8,.475,2.2,3.4,.668,96,26.7,,8.7,,,
2850,/players/m/mcdyean01.html,Antonio McDyess,1996,2011,F-C,Alabama,6-9,220,"September 7, 1974",7.2,15.2,.472,0.1,0.5,.171,1.4,1.7,5.2,7.2,15.6,.463,3.7,5.2,.708,74,34.7,2.1,18.3,0.8,2.7,7.3,5.4,10.1,.534,0.0,0.0,.000,0.5,1.8,,5.4,10.1,.533,2.0,3.3,.625,59,25.1,,12.8,1.0,2.2,9.3
2851,/players/m/mcelrji01.html,Jim McElroy,1976,1982,G,Central Michigan University,6-3,190,"October 4, 1953",4.1,8.8,.470,,,,3.6,0.1,1.8,4.1,8.8,.470,2.3,3.0,.779,73,27.8,0.8,10.6,0.8,,2.5,,,,,,,,,,7.4,15.3,.483,,,,54,,,17.3,,,
2852,/players/m/mcfarpa01.html,Patrick McFarland,1974,1976,F-G,Saint Joseph's,6-5,185,"December 7, 1951",2.8,5.8,.485,0.0,0.2,.125,1.7,0.1,1.2,2.9,6.1,.472,0.7,0.9,.788,70,13.5,0.5,6.5,0.7,1.5,1.7,,,,,,,,,,,,,,,,,,,,,,
2853,/players/m/mcfariv01.html,Ivan McFarlin,2007,2007,F,Oklahoma State,6-8,240,"April 26, 1982",,,,,,,,,,,,,,,,,,,,,,,4.6,7.8,.585,0.0,0.0,.400,1.2,1.2,4.3,4.6,7.9,.584,2.3,3.5,.668,132,29.4,3.1,11.6,1.3,1.8,7.4
2854,/players/m/mcgahme01.html,Mel McGaha,1949,1949,G,Arkansas,6-1,190,"September 26, 1926",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,/players/m/mcgarmi01.html,Mitch McGary,2015,2016,F-C,Michigan,6-10,255,"June 6, 1992",0.6,1.0,.579,0.0,0.2,.000,0.2,0.1,0.7,0.6,1.2,.478,0.2,0.5,.400,20,3.6,0.2,1.3,0.1,0.4,0.9,3.5,5.9,.592,0.0,0.0,.000,0.8,0.7,4.0,3.5,5.9,.588,0.8,1.6,.513,47,20.6,2.6,7.8,1.2,1.3,6.6
2856,/players/m/mcgeeja01.html,JaVale McGee,2009,2021,C,Nevada,7-0,270,"January 19, 1988",2.6,5.1,.510,0.0,0.0,.000,0.2,1.7,2.6,2.6,5.1,.508,1.2,1.9,.638,60,16.1,1.5,6.4,0.3,0.9,4.1,3.3,5.9,.563,0.2,0.7,.356,0.3,1.8,3.0,3.5,6.5,.542,1.4,2.7,.514,66,18.7,1.7,8.7,0.5,1.6,4.8
